New Episode Started
State: D:18.2_PD:False_G:False_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:18.4_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:18.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:17.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:17.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:17.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:17.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:16.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:16.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:16.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:15.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:15.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:15.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:15.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:14.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:14.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:14.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:13.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:13.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:13.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:13.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:12.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:12.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:12.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:11.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:11.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:11.4_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:11.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:10.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:10.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:10.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:10.4_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:10.4_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:10.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:10.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:10.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019
State: D:10.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:10.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:10.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:9.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:9.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:9.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:9.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:9.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:9.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:9.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:9.4_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:9.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:9.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:9.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:9.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:9.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:9.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:9.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:9.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:9.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01355
State: D:9.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.017195
State: D:9.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0204755
State: D:9.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:9.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0542
State: D:9.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.06878
State: D:9.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:9.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.081902
State: D:8.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:8.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:8.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:8.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:8.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:8.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:8.4_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:8.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:8.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:8.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:8.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:7.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:7.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:7.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:7.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:7.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:7.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:7.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:7.4_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:7.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:7.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:7.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:7.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:6.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:6.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:6.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:6.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:6.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:6.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:6.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:6.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:6.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:6.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01355
State: D:6.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:6.4_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:6.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:6.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:6.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:6.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:6.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:5.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:5.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:5.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:5.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:5.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:5.4_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:5.4_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:5.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:5.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:5.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:4.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:4.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:4.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:4.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:3.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:3.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:3.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:2.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:2.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:2.4_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:2.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:1.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:1.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:1.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:0.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.0271
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009995
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.03537951
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.03898951
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.04283106
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01498501
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.1, New Q-value: -0.04509056
State: D:0.7_PD:True_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:0.8_PD:True_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:1.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:1.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:1.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:1.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005495
State: D:1.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:1.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009945501
State: D:1.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:1.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019
State: D:0.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:0.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.006483516
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.05003147
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.05651184
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.06206502
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01997002
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.07783554
State: D:0.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: 0.1, New Q-value: -0.04086065
State: D:0.7_PD:False_G:True_W:True_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:0.8_PD:False_G:True_W:True_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:0.8_PD:False_G:True_W:True_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:0.9_PD:False_G:True_W:True_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:1.0_PD:False_G:True_W:True_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:1.0_PD:False_G:True_W:True_W:False_F:False_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:1.1_PD:False_G:True_W:True_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:1.1_PD:False_G:True_W:True_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:1.1_PD:False_G:True_W:True_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:1.1_PD:False_G:True_W:True_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:1.1_PD:False_G:True_W:True_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0542
State: D:1.1_PD:False_G:True_W:True_W:False_F:False_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:1.1_PD:False_G:True_W:True_W:False_F:False_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:1.1_PD:False_G:True_W:True_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01355
State: D:1.1_PD:False_G:True_W:True_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.017195
State: D:1.1_PD:False_G:True_W:True_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0204755
State: D:1.1_PD:False_G:True_W:True_W:False_F:False_S:True, Action: Patrol, Reward: 0, New Q-value: 0
